  0.0000000000   0.0000000000   0.0000000000  33  !Gamma
  0.5000000000   0.4975254021   0.0000000000  33  !X
  1.0000000000   0.0000000000   0.0000000000  47  !M
  0.0000000000   0.0000000000   0.0000000000  23  !Gamma
  0.0000000000   0.0000000000   0.4837586584   1  !Z
